Artist,Title,Album,Year,Filename,Analysis
Billboard Top 100 Hits Of 1998,076 - Sister Hazel - All For You,,,Billboard Top 100 Hits Of 1998 - 076 - Sister Hazel - All For You.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1998,021 - Jennifer Paige - Crush,,,Billboard Top 100 Hits Of 1998 - 021 - Jennifer Paige - Crush.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1998,090 - Luke - Raise The Roof,,,Billboard Top 100 Hits Of 1998 - 090 - Luke - Raise The Roof.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1998,049 - Mya & Sisqo - It's All About Me,,,Billboard Top 100 Hits Of 1998 - 049 - Mya & Sisqo - It's All About Me.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1998,034 - LSG - My Body,,,Billboard Top 100 Hits Of 1998 - 034 - LSG - My Body.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1998,066 - Ace Of Base - Cruel Summer,,,Billboard Top 100 Hits Of 1998 - 066 - Ace Of Base - Cruel Summer.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1998,091 - Nu Flavor - Heaven,,,Billboard Top 100 Hits Of 1998 - 091 - Nu Flavor - Heaven.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1998,079 - The Verve - Bitter Sweet Symphony,,,Billboard Top 100 Hits Of 1998 - 079 - The Verve - Bitter Sweet Symphony.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1998,024 - Public Announcement - Body Bumpin' [Yippie Yi Yo],,,Billboard Top 100 Hits Of 1998 - 024 - Public Announcement - Body Bumpin' [Yippie Yi Yo].mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1998,096 - Boyz II Men - Four Seasons Of Loneliness,,,Billboard Top 100 Hits Of 1998 - 096 - Boyz II Men - Four Seasons Of Loneliness.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1998,098 - Gerald Levert - Thinkin' Bout It,,,Billboard Top 100 Hits Of 1998 - 098 - Gerald Levert - Thinkin' Bout It.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1998,069 - Spice Girls - Too Much,,,Billboard Top 100 Hits Of 1998 - 069 - Spice Girls - Too Much.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1998,088 - INOJ - Love You Down,,,Billboard Top 100 Hits Of 1998 - 088 - INOJ - Love You Down.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1998,063 - Next - I Still Love You,,,Billboard Top 100 Hits Of 1998 - 063 - Next - I Still Love You.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1998,051 - Barenaked Ladies - One Week,,,Billboard Top 100 Hits Of 1998 - 051 - Barenaked Ladies - One Week.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1998,060 - Leann Rimes - Looking Through Your Eyes,,,Billboard Top 100 Hits Of 1998 - 060 - Leann Rimes - Looking Through Your Eyes.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1998,"068 - Puff Daddy, Notorious Big & Busta Rhymes - Victory",,,"Billboard Top 100 Hits Of 1998 - 068 - Puff Daddy, Notorious Big & Busta Rhymes - Victory.mp3",❌ Not found - likely rare
Billboard Top 100 Hits Of 1998,018 - Monica - The First Night,,,Billboard Top 100 Hits Of 1998 - 018 - Monica - The First Night.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1998,033 - Wyclef Jean - Gone 'Til November,,,Billboard Top 100 Hits Of 1998 - 033 - Wyclef Jean - Gone 'Til November.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1998,040 - Master P - Make 'em Say Ugh,,,Billboard Top 100 Hits Of 1998 - 040 - Master P - Make 'em Say Ugh.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1998,016 - Usher - My Way,,,Billboard Top 100 Hits Of 1998 - 016 - Usher - My Way.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1998,020 - Sarah McLachlan - Adia,,,Billboard Top 100 Hits Of 1998 - 020 - Sarah McLachlan - Adia.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1998,062 - Backstreet Boys - Quit Playing Games,,,Billboard Top 100 Hits Of 1998 - 062 - Backstreet Boys - Quit Playing Games.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1998,050 - Hanson - I Will Come To You,,,Billboard Top 100 Hits Of 1998 - 050 - Hanson - I Will Come To You.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1998,048 - Sylk E Fyne - Romeo And Juliet,,,Billboard Top 100 Hits Of 1998 - 048 - Sylk E Fyne - Romeo And Juliet.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1998,058 - Lisa Loeb - I Do,,,Billboard Top 100 Hits Of 1998 - 058 - Lisa Loeb - I Do.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1998,009 - Usher - Nice And Slow,,,Billboard Top 100 Hits Of 1998 - 009 - Usher - Nice And Slow.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1998,067 - Master P - I Got The Hook Up!,,,Billboard Top 100 Hits Of 1998 - 067 - Master P - I Got The Hook Up!.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1998,035 - Chumbawamba - Tubthumping,,,Billboard Top 100 Hits Of 1998 - 035 - Chumbawamba - Tubthumping.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1998,080 - Busta Rhymes - Dangerous,,,Billboard Top 100 Hits Of 1998 - 080 - Busta Rhymes - Dangerous.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1998,064 - INOJ - Time After Time,,,Billboard Top 100 Hits Of 1998 - 064 - INOJ - Time After Time.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1998,032 - Madonna - Frozen,,,Billboard Top 100 Hits Of 1998 - 032 - Madonna - Frozen.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1998,027 - Montell Jordan Ft Master - Let's Ride,,,Billboard Top 100 Hits Of 1998 - 027 - Montell Jordan Ft Master - Let's Ride.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1998,055 - Tatyana Ali - Day Dreaming,,,Billboard Top 100 Hits Of 1998 - 055 - Tatyana Ali - Day Dreaming.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1998,037 - 'N Sync - I Want You Back,,,Billboard Top 100 Hits Of 1998 - 037 - 'N Sync - I Want You Back.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1998,031 - Mase Ft Total - What You Want,,,Billboard Top 100 Hits Of 1998 - 031 - Mase Ft Total - What You Want.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1998,047 - Puff Daddy & Jimmy Page - Come With Me,,,Billboard Top 100 Hits Of 1998 - 047 - Puff Daddy & Jimmy Page - Come With Me.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1998,084 - Allure Ft 112 - All Cried Out,,,Billboard Top 100 Hits Of 1998 - 084 - Allure Ft 112 - All Cried Out.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1999,058 - Faith Evens - Love Like This Before,,,Billboard Top 100 Hits Of 1999 - 058 - Faith Evens - Love Like This Before.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1999,072 - Case - Happily Ever After,,,Billboard Top 100 Hits Of 1999 - 072 - Case - Happily Ever After.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1999,022 - Eagle Eye Cherry - Save Tonight,,,Billboard Top 100 Hits Of 1999 - 022 - Eagle Eye Cherry - Save Tonight.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1999,045 - 'N Sync - [God Must Have Spent] A Little More Time On You,,,Billboard Top 100 Hits Of 1999 - 045 - 'N Sync - [God Must Have Spent] A Little More Time On You.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1999,"021 - Destiny's Child - Bills, Bills, Bills",,,"Billboard Top 100 Hits Of 1999 - 021 - Destiny's Child - Bills, Bills, Bills.mp3",❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1999,009 - Deborah Cox - Nobody's Supposed To Be Here,,,Billboard Top 100 Hits Of 1999 - 009 - Deborah Cox - Nobody's Supposed To Be Here.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1999,093 - Jo Dee Messina - Lesson In Leavin',,,Billboard Top 100 Hits Of 1999 - 093 - Jo Dee Messina - Lesson In Leavin'.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1999,092 - Joey McIntyre - Stay The Same,,,Billboard Top 100 Hits Of 1999 - 092 - Joey McIntyre - Stay The Same.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1999,076 - Brandy - Almost Doesn't Count,,,Billboard Top 100 Hits Of 1999 - 076 - Brandy - Almost Doesn't Count.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1999,080 - Ginuwine - So Anxious,,,Billboard Top 100 Hits Of 1999 - 080 - Ginuwine - So Anxious.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1999,070 - Sarah McLachlan - I Will Remember You,,,Billboard Top 100 Hits Of 1999 - 070 - Sarah McLachlan - I Will Remember You.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1999,081 - Case & Joe - Faded Pictures,,,Billboard Top 100 Hits Of 1999 - 081 - Case & Joe - Faded Pictures.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1999,028 - Everlast - What Its Like,,,Billboard Top 100 Hits Of 1999 - 028 - Everlast - What Its Like.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1999,024 - Maxwell - Fortunate,,,Billboard Top 100 Hits Of 1999 - 024 - Maxwell - Fortunate.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1999,069 - 98 Degrees - Because Of You,,,Billboard Top 100 Hits Of 1999 - 069 - 98 Degrees - Because Of You.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1999,098 - George Strait - Write This Down,,,Billboard Top 100 Hits Of 1999 - 098 - George Strait - Write This Down.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1999,033 - Will Smith - Wild Wild West,,,Billboard Top 100 Hits Of 1999 - 033 - Will Smith - Wild Wild West.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1999,061 - Silk - If You [Lovin' Me],,,Billboard Top 100 Hits Of 1999 - 061 - Silk - If You [Lovin' Me].mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1999,044 - Whitney Houston - It's Not Right But It's Ok,,,Billboard Top 100 Hits Of 1999 - 044 - Whitney Houston - It's Not Right But It's Ok.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1999,054 - Jewel - Hands,,,Billboard Top 100 Hits Of 1999 - 054 - Jewel - Hands.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1999,030 - Sugar Ray - Someday,,,Billboard Top 100 Hits Of 1999 - 030 - Sugar Ray - Someday.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1999,084 - Kenny Chesney - How Forever Feels,,,Billboard Top 100 Hits Of 1999 - 084 - Kenny Chesney - How Forever Feels.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1999,083 - R. Kelly - When A Woman's Fed Up,,,Billboard Top 100 Hits Of 1999 - 083 - R. Kelly - When A Woman's Fed Up.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1999,071 - Chante Moore - Chante's Got A Man,,,Billboard Top 100 Hits Of 1999 - 071 - Chante Moore - Chante's Got A Man.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1999,012 - Jennifer Lopez - If You Had My Love,,,Billboard Top 100 Hits Of 1999 - 012 - Jennifer Lopez - If You Had My Love.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1999,023 - Pearl Jam - Last Kiss,,,Billboard Top 100 Hits Of 1999 - 023 - Pearl Jam - Last Kiss.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1999,077 - Shania Twain - Man! I Feel Like A Woman,,,Billboard Top 100 Hits Of 1999 - 077 - Shania Twain - Man! I Feel Like A Woman.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1999,082 - Brian McKnight - Back At One,,,Billboard Top 100 Hits Of 1999 - 082 - Brian McKnight - Back At One.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1999,050 - 808 Blaque - Track Masters [Like I Do] [808 Remix],,,Billboard Top 100 Hits Of 1999 - 050 - 808 Blaque - Track Masters [Like I Do] [808 Remix].mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 1999,095 - Puff Daddy Ft R. Kelly - Satisfy You,,,Billboard Top 100 Hits Of 1999 - 095 - Puff Daddy Ft R. Kelly - Satisfy You.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1999,038 - LFO - Summergirls,,,Billboard Top 100 Hits Of 1999 - 038 - LFO - Summergirls.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1999,046 - Shawn Mullins - Lullaby,,,Billboard Top 100 Hits Of 1999 - 046 - Shawn Mullins - Lullaby.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1999,097 - 'N Sync & Gloria Estefan - Music Of My Heart,,,Billboard Top 100 Hits Of 1999 - 097 - 'N Sync & Gloria Estefan - Music Of My Heart.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1999,052 - Ricky Martin - She's All I Ever Had,,,Billboard Top 100 Hits Of 1999 - 052 - Ricky Martin - She's All I Ever Had.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1999,063 - Jordan Knight - Give It To You,,,Billboard Top 100 Hits Of 1999 - 063 - Jordan Knight - Give It To You.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1999,068 - 98 Degrees - I Do [Cherish You],,,Billboard Top 100 Hits Of 1999 - 068 - 98 Degrees - I Do [Cherish You].mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1999,064 - Goo Goo Dolls - Black Baloon,,,Billboard Top 100 Hits Of 1999 - 064 - Goo Goo Dolls - Black Baloon.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1999,089 - Britney Spears - Sometimes,,,Billboard Top 100 Hits Of 1999 - 089 - Britney Spears - Sometimes.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1999,034 - Red Hot Chili Peppers - Scar Tissue,,,Billboard Top 100 Hits Of 1999 - 034 - Red Hot Chili Peppers - Scar Tissue.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1999,062 - Lauryn Hill - Ex-Factor,,,Billboard Top 100 Hits Of 1999 - 062 - Lauryn Hill - Ex-Factor.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1999,066 - Dru Hill - These Are The Times,,,Billboard Top 100 Hits Of 1999 - 066 - Dru Hill - These Are The Times.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1999,049 - Matchbox Twenty - Back 2 Good,,,Billboard Top 100 Hits Of 1999 - 049 - Matchbox Twenty - Back 2 Good.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1999,039 - Jay-Z - Can I Get A Fuck You,,,Billboard Top 100 Hits Of 1999 - 039 - Jay-Z - Can I Get A Fuck You.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1999,065 - Eric Benet & Tamia - Spend My Life With You,,,Billboard Top 100 Hits Of 1999 - 065 - Eric Benet & Tamia - Spend My Life With You.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1999,073 - Whitney Houston - My Love Is Your Love,,,Billboard Top 100 Hits Of 1999 - 073 - Whitney Houston - My Love Is Your Love.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1999,016 - Celine Dion & R. Kelly - I'm Your Angel,,,Billboard Top 100 Hits Of 1999 - 016 - Celine Dion & R. Kelly - I'm Your Angel.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1999,053 - Will Smith - Miami,,,Billboard Top 100 Hits Of 1999 - 053 - Will Smith - Miami.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1999,"055 - JT Money Ft Sole Tony Mercedes, Freeworld, & Priority - Who Dat",,,"Billboard Top 100 Hits Of 1999 - 055 - JT Money Ft Sole Tony Mercedes, Freeworld, & Priority - Who Dat.mp3",❌ Not found - likely rare
Billboard Top 100 Hits Of 1999,079 - Len - Steal My Sunshine,,,Billboard Top 100 Hits Of 1999 - 079 - Len - Steal My Sunshine.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1999,051 - Blur - She's So High,,,Billboard Top 100 Hits Of 1999 - 051 - Blur - She's So High.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1999,"091 - Mya, Blackstreet, Mase BB - Take Me There [Remix]",,,"Billboard Top 100 Hits Of 1999 - 091 - Mya, Blackstreet, Mase BB - Take Me There [Remix].mp3",❌ Not found - likely rare
Billboard Top 100 Hits Of 1999,100 - Kirk Whalum - God Must Have Spent A Little More Time On You,,,Billboard Top 100 Hits Of 1999 - 100 - Kirk Whalum - God Must Have Spent A Little More Time On You.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 1999,060 - Total Ft Missy Eliot - Trippin',,,Billboard Top 100 Hits Of 1999 - 060 - Total Ft Missy Eliot - Trippin'.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1999,056 - Tim McGraw - Please Remember Me,,,Billboard Top 100 Hits Of 1999 - 056 - Tim McGraw - Please Remember Me.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1999,099 - 'N Sync & Gloria Estefan - Music Of My Heart,,,Billboard Top 100 Hits Of 1999 - 099 - 'N Sync & Gloria Estefan - Music Of My Heart.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 1999,025 - Backstreet Boys - All I Have To Give,,,Billboard Top 100 Hits Of 1999 - 025 - Backstreet Boys - All I Have To Give.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1999,037 - 98 Degrees - The Hardest Thing,,,Billboard Top 100 Hits Of 1999 - 037 - 98 Degrees - The Hardest Thing.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1999,059 - Jessie Powell - You,,,Billboard Top 100 Hits Of 1999 - 059 - Jessie Powell - You.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1999,043 - Tyrese - Sweet Lady,,,Billboard Top 100 Hits Of 1999 - 043 - Tyrese - Sweet Lady.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1999,035 - Mariah Carey Ft Jay-Z - Heartbreaker,,,Billboard Top 100 Hits Of 1999 - 035 - Mariah Carey Ft Jay-Z - Heartbreaker.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1999,031 - Divine - Lately,,,Billboard Top 100 Hits Of 1999 - 031 - Divine - Lately.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1999,087 - Mo Thugs Ft Bone - Ghetto Cowboy,,,Billboard Top 100 Hits Of 1999 - 087 - Mo Thugs Ft Bone - Ghetto Cowboy.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1999,047 - 112 - Anywhere,,,Billboard Top 100 Hits Of 1999 - 047 - 112 - Anywhere.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 2000,034 - Sonique - It Feels So Good,,,Billboard Top 100 Hits Of 2000 - 034 - Sonique - It Feels So Good.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 2000,065 - Donnell Jones - You Know Whats Up,,,Billboard Top 100 Hits Of 2000 - 065 - Donnell Jones - You Know Whats Up.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 2000,046 - Jagged Edge - Lets Get Married,,,Billboard Top 100 Hits Of 2000 - 046 - Jagged Edge - Lets Get Married.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 2000,039 - Ruff Endz - No More,,,Billboard Top 100 Hits Of 2000 - 039 - Ruff Endz - No More.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 2000,013 - Destiny's Child - Jumpin' Jumpin',,,Billboard Top 100 Hits Of 2000 - 013 - Destiny's Child - Jumpin' Jumpin'.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 2000,076 - Dr Dre Ft Snoop Dogg - The Next Episode,,,Billboard Top 100 Hits Of 2000 - 076 - Dr Dre Ft Snoop Dogg - The Next Episode.mp3,❓ Poor matches - potentially rare
