File Path,Filename,Artist,Title,Album,Year,YouTube Results,Best Match Score,Match Quality,Analysis
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1987 - 004 - Whitney Houston - I Wanna Dance With Somebody.mp3,Billboard Top 100 Hits Of 1987 - 004 - Whitney Houston - I Wanna Dance With Somebody.mp3,Billboard Top 100 Hits Of 1987,004 - Whitney Houston - I Wanna Dance With Somebody,,,5,72,Good match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 2006 - 049 - Nickelback - Savin' Me.mp3,Billboard Top 100 Hits Of 2006 - 049 - Nickelback - Savin' Me.mp3,Billboard Top 100 Hits Of 2006,049 - Nickelback - Savin' Me,,,5,50,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1987 - 038 - Prince - U Got The Look.mp3,Billboard Top 100 Hits Of 1987 - 038 - Prince - U Got The Look.mp3,Billboard Top 100 Hits Of 1987,038 - Prince - U Got The Look,,,5,64,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 2002 - 070 - Fat Joe Ft Ja Rule & Ashanti - What's Luv.mp3,Billboard Top 100 Hits Of 2002 - 070 - Fat Joe Ft Ja Rule & Ashanti - What's Luv.mp3,Billboard Top 100 Hits Of 2002,070 - Fat Joe Ft Ja Rule & Ashanti - What's Luv,,,5,53,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 2008 - 024 - Pink - So What.mp3,Billboard Top 100 Hits Of 2008 - 024 - Pink - So What.mp3,Billboard Top 100 Hits Of 2008,024 - Pink - So What,,,5,61,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Rockapella - I'll Hear Your Voice.mp3,Rockapella - I'll Hear Your Voice.mp3,Rockapella,I'll Hear Your Voice,,,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1978 - 067 - Eddie Money - Baby Hold On.mp3,Billboard Top 100 Hits Of 1978 - 067 - Eddie Money - Baby Hold On.mp3,Billboard Top 100 Hits Of 1978,067 - Eddie Money - Baby Hold On,,,5,67,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Paul Mccartney - Maybe I'm Amazed Live 1990.mp3,Paul Mccartney - Maybe I'm Amazed Live 1990.mp3,Paul Mccartney,Maybe I'm Amazed Live 1990,,,5,94,Very good match,✅ Readily available
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1988 - 045 - George Michael - Monkey.mp3,Billboard Top 100 Hits Of 1988 - 045 - George Michael - Monkey.mp3,Billboard Top 100 Hits Of 1988,045 - George Michael - Monkey,,,5,63,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Manheim Steamroller - We Three Kings.mp3,Manheim Steamroller - We Three Kings.mp3,Manheim Steamroller,We Three Kings,,,5,98,Very good match,✅ Readily available
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1991 - 086 - Styx - Show Me The Way.mp3,Billboard Top 100 Hits Of 1991 - 086 - Styx - Show Me The Way.mp3,Billboard Top 100 Hits Of 1991,086 - Styx - Show Me The Way,,,5,59,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1959 - 043 - Della Reese - Don't You Know.mp3,Billboard Top 100 Hits Of 1959 - 043 - Della Reese - Don't You Know.mp3,Billboard Top 100 Hits Of 1959,043 - Della Reese - Don't You Know,,,3,51,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 2011 - 072 - Far East Movement - Like A G6.mp3,Billboard Top 100 Hits Of 2011 - 072 - Far East Movement - Like A G6.mp3,Billboard Top 100 Hits Of 2011,072 - Far East Movement - Like A G6,,,5,77,Good match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1958 - 014 - Silhouettes - Get A Job.mp3,Billboard Top 100 Hits Of 1958 - 014 - Silhouettes - Get A Job.mp3,Billboard Top 100 Hits Of 1958,014 - Silhouettes - Get A Job,,,5,66,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1984 - 093 - Rolling Stones - Undercover Of The Night.mp3,Billboard Top 100 Hits Of 1984 - 093 - Rolling Stones - Undercover Of The Night.mp3,Billboard Top 100 Hits Of 1984,093 - Rolling Stones - Undercover Of The Night,,,4,50,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1957 - 045 - Billy Williams - I'm Gonna Sit Right Down And Write Myself A Letter.mp3,Billboard Top 100 Hits Of 1957 - 045 - Billy Williams - I'm Gonna Sit Right Down And Write Myself A Letter.mp3,Billboard Top 100 Hits Of 1957,045 - Billy Williams - I'm Gonna Sit Right Down And Write Myself A Letter,,,5,59,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1998 - 086 - Aaliyah - The One I Gave My Heart To.mp3,Billboard Top 100 Hits Of 1998 - 086 - Aaliyah - The One I Gave My Heart To.mp3,Billboard Top 100 Hits Of 1998,086 - Aaliyah - The One I Gave My Heart To,,,5,51,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1998 - 015 - Usher - You Make Me Wanna.mp3,Billboard Top 100 Hits Of 1998 - 015 - Usher - You Make Me Wanna.mp3,Billboard Top 100 Hits Of 1998,015 - Usher - You Make Me Wanna,,,5,60,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1967 - 009 - Young Rascals - Groovin'.mp3,Billboard Top 100 Hits Of 1967 - 009 - Young Rascals - Groovin'.mp3,Billboard Top 100 Hits Of 1967,009 - Young Rascals - Groovin',,,5,84,Good match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 2004 - 039 - Ashlee Simpson - Pieces Of Me.mp3,Billboard Top 100 Hits Of 2004 - 039 - Ashlee Simpson - Pieces Of Me.mp3,Billboard Top 100 Hits Of 2004,039 - Ashlee Simpson - Pieces Of Me,,,5,61,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 2005 - 010 - Kelly Clarkston - Behind These Hazel Eyes.mp3,Billboard Top 100 Hits Of 2005 - 010 - Kelly Clarkston - Behind These Hazel Eyes.mp3,Billboard Top 100 Hits Of 2005,010 - Kelly Clarkston - Behind These Hazel Eyes,,,5,68,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1975 - 081 - Electric Light Orchestra - Can't Get It Out Of My Head.mp3,Billboard Top 100 Hits Of 1975 - 081 - Electric Light Orchestra - Can't Get It Out Of My Head.mp3,Billboard Top 100 Hits Of 1975,081 - Electric Light Orchestra - Can't Get It Out Of My Head,,,5,67,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1995 - 050 - Boyz II Men - I'll Make Love To You.mp3,Billboard Top 100 Hits Of 1995 - 050 - Boyz II Men - I'll Make Love To You.mp3,Billboard Top 100 Hits Of 1995,050 - Boyz II Men - I'll Make Love To You,,,5,77,Good match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Robin Williams - Blame Canada (From the 2000 Academy Awards).mp3,Robin Williams - Blame Canada (From the 2000 Academy Awards).mp3,Robin Williams,Blame Canada (From the 2000 Academy Awards),,,5,84,Good match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1971 - 010 - Tony Orlando & Dawn - Knock Three Times.mp3,Billboard Top 100 Hits Of 1971 - 010 - Tony Orlando & Dawn - Knock Three Times.mp3,Billboard Top 100 Hits Of 1971,010 - Tony Orlando & Dawn - Knock Three Times,,,5,73,Good match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1978 - 010 - Commodores - Three Times A Lady.mp3,Billboard Top 100 Hits Of 1978 - 010 - Commodores - Three Times A Lady.mp3,Billboard Top 100 Hits Of 1978,010 - Commodores - Three Times A Lady,,,5,73,Good match,⚠️  Available but might be different version
"/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1981 - 017 - Blondie - Tide Is High, The.mp3","Billboard Top 100 Hits Of 1981 - 017 - Blondie - Tide Is High, The.mp3",Billboard Top 100 Hits Of 1981,"017 - Blondie - Tide Is High, The",,,5,71,Good match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1960 - 069 - Sam Cook - Wonderful World.mp3,Billboard Top 100 Hits Of 1960 - 069 - Sam Cook - Wonderful World.mp3,Billboard Top 100 Hits Of 1960,069 - Sam Cook - Wonderful World,,,5,57,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1959 - 002 - Bobby Darin - Mack The Knife.mp3,Billboard Top 100 Hits Of 1959 - 002 - Bobby Darin - Mack The Knife.mp3,Billboard Top 100 Hits Of 1959,002 - Bobby Darin - Mack The Knife,,,5,78,Good match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Beastie Boys with Cypress Hill - Whatcha Want.mp3,Beastie Boys with Cypress Hill - Whatcha Want.mp3,Beastie Boys with Cypress Hill,Whatcha Want,,,5,91,Very good match,✅ Readily available
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1986 - 005 - Mr. Mister - Broken Wings.mp3,Billboard Top 100 Hits Of 1986 - 005 - Mr. Mister - Broken Wings.mp3,Billboard Top 100 Hits Of 1986,005 - Mr. Mister - Broken Wings,,,5,68,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1973 - 026 - Stevie Wonder - Superstition.mp3,Billboard Top 100 Hits Of 1973 - 026 - Stevie Wonder - Superstition.mp3,Billboard Top 100 Hits Of 1973,026 - Stevie Wonder - Superstition,,,5,83,Good match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1981 - 077 - Alabama - Feels So Right.mp3,Billboard Top 100 Hits Of 1981 - 077 - Alabama - Feels So Right.mp3,Billboard Top 100 Hits Of 1981,077 - Alabama - Feels So Right,,,5,74,Good match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1992 - 021 - Bobby Brown - Good Enough.mp3,Billboard Top 100 Hits Of 1992 - 021 - Bobby Brown - Good Enough.mp3,Billboard Top 100 Hits Of 1992,021 - Bobby Brown - Good Enough,,,5,54,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1969 - 009 - Foundations - Build Me Up Buttercup.mp3,Billboard Top 100 Hits Of 1969 - 009 - Foundations - Build Me Up Buttercup.mp3,Billboard Top 100 Hits Of 1969,009 - Foundations - Build Me Up Buttercup,,,5,87,Very good match,✅ Readily available
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1958 - 029 - Chuck Berry - Sweet Little Sixteen.mp3,Billboard Top 100 Hits Of 1958 - 029 - Chuck Berry - Sweet Little Sixteen.mp3,Billboard Top 100 Hits Of 1958,029 - Chuck Berry - Sweet Little Sixteen,,,5,68,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1967 - 086 - Neil Diamond - Girl You'll Be A Woman Soon.mp3,Billboard Top 100 Hits Of 1967 - 086 - Neil Diamond - Girl You'll Be A Woman Soon.mp3,Billboard Top 100 Hits Of 1967,086 - Neil Diamond - Girl You'll Be A Woman Soon,,,5,87,Very good match,✅ Readily available
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1962 - 055 - Jay And The Americans - She Cried.mp3,Billboard Top 100 Hits Of 1962 - 055 - Jay And The Americans - She Cried.mp3,Billboard Top 100 Hits Of 1962,055 - Jay And The Americans - She Cried,,,5,81,Good match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1971 - 088 - Partridge Family - I Woke Up In Love This Morning.mp3,Billboard Top 100 Hits Of 1971 - 088 - Partridge Family - I Woke Up In Love This Morning.mp3,Billboard Top 100 Hits Of 1971,088 - Partridge Family - I Woke Up In Love This Morning,,,5,55,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1978 - 094 - Electric Light Orchestra - Turn To Stone.mp3,Billboard Top 100 Hits Of 1978 - 094 - Electric Light Orchestra - Turn To Stone.mp3,Billboard Top 100 Hits Of 1978,094 - Electric Light Orchestra - Turn To Stone,,,5,55,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 2009 - 035 - Lady Gaga - Lovegame.mp3,Billboard Top 100 Hits Of 2009 - 035 - Lady Gaga - Lovegame.mp3,Billboard Top 100 Hits Of 2009,035 - Lady Gaga - Lovegame,,,5,70,Good match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1997 - 009 - Leann Rimes - How Do I Live.mp3,Billboard Top 100 Hits Of 1997 - 009 - Leann Rimes - How Do I Live.mp3,Billboard Top 100 Hits Of 1997,009 - Leann Rimes - How Do I Live,,,5,74,Good match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1991 - 007 - Paula Abdul - Rush Rush.mp3,Billboard Top 100 Hits Of 1991 - 007 - Paula Abdul - Rush Rush.mp3,Billboard Top 100 Hits Of 1991,007 - Paula Abdul - Rush Rush,,,5,62,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1985 - 041 - Howard Jones - Things Can Only Get Better.mp3,Billboard Top 100 Hits Of 1985 - 041 - Howard Jones - Things Can Only Get Better.mp3,Billboard Top 100 Hits Of 1985,041 - Howard Jones - Things Can Only Get Better,,,5,54,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 2000 - 090 - Lonestar - What About Now.mp3,Billboard Top 100 Hits Of 2000 - 090 - Lonestar - What About Now.mp3,Billboard Top 100 Hits Of 2000,090 - Lonestar - What About Now,,,5,54,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1983 - 001 - Police - Every Breath You Take.mp3,Billboard Top 100 Hits Of 1983 - 001 - Police - Every Breath You Take.mp3,Billboard Top 100 Hits Of 1983,001 - Police - Every Breath You Take,,,5,72,Good match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1998 - 010 - Paula Cole - I Don't Want To Wait.mp3,Billboard Top 100 Hits Of 1998 - 010 - Paula Cole - I Don't Want To Wait.mp3,Billboard Top 100 Hits Of 1998,010 - Paula Cole - I Don't Want To Wait,,,5,68,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1976 - 045 - KC & The Sunshine Band - That's The Way [I Like It].mp3,Billboard Top 100 Hits Of 1976 - 045 - KC & The Sunshine Band - That's The Way [I Like It].mp3,Billboard Top 100 Hits Of 1976,045 - KC & The Sunshine Band - That's The Way [I Like It],,,5,67,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1966 - 042 - The Beatles - Yellow Submarine.mp3,Billboard Top 100 Hits Of 1966 - 042 - The Beatles - Yellow Submarine.mp3,Billboard Top 100 Hits Of 1966,042 - The Beatles - Yellow Submarine,,,5,53,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Petula Clark - A Sign Of The Times.mp3,Petula Clark - A Sign Of The Times.mp3,Petula Clark,A Sign Of The Times,,,5,97,Very good match,✅ Readily available
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1984 - 022 - Hall & Oates - Say It Isn't So.mp3,Billboard Top 100 Hits Of 1984 - 022 - Hall & Oates - Say It Isn't So.mp3,Billboard Top 100 Hits Of 1984,022 - Hall & Oates - Say It Isn't So,,,5,58,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1973 - 068 - Steely Dan - Reelin' In The Years.mp3,Billboard Top 100 Hits Of 1973 - 068 - Steely Dan - Reelin' In The Years.mp3,Billboard Top 100 Hits Of 1973,068 - Steely Dan - Reelin' In The Years,,,5,65,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/KoRn - Twist (a capella).mp3,KoRn - Twist (a capella).mp3,KoRn,Twist (a capella),,,5,96,Very good match,✅ Readily available
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1985 - 025 - Wham - Everything She Wants.mp3,Billboard Top 100 Hits Of 1985 - 025 - Wham - Everything She Wants.mp3,Billboard Top 100 Hits Of 1985,025 - Wham - Everything She Wants,,,5,69,Possible match,⚠️  Available but might be different version
